Formatted Date,temperature,humidity
2024-01-01 00:00:00,15.496714153011233,56.624108625128095
2024-01-01 00:30:00,16.16699762102933,59.27740664642241
2024-01-01 01:00:00,18.235878989125897,56.03790039500019
2024-01-01 01:30:00,20.349864180058926,58.4601923518048
2024-01-01 02:00:00,19.765846625276666,50.53192666523107
2024-01-01 02:30:00,20.853477333138027,61.06646853686469
2024-01-01 03:00:00,23.650280627372865,60.00602737681112
2024-01-01 03:30:00,23.700968132065263,55.914556844659046
2024-01-01 04:00:00,23.190779651909434,63.296228342162024
2024-01-01 04:30:00,24.781355368698833,64.6878506881328
2024-01-01 05:00:00,24.195840570078218,51.96220067815513
2024-01-01 05:30:00,24.448718860167844,56.186376107168925
2024-01-01 06:00:00,25.241962271566035,56.154288251063505
2024-01-01 06:30:00,23.001168369080304,55.300484494455674
2024-01-01 07:00:00,22.93434043037765,64.14737420965874
2024-01-01 07:30:00,23.676507795871895,59.03086930613598
2024-01-01 08:00:00,22.647422917509964,58.67742579344694
2024-01-01 08:30:00,23.247780735507625,49.98068817796623
2024-01-01 09:00:00,21.163043736344264,63.17709015104613
2024-01-01 09:30:00,19.67531058875192,53.80370802573264
2024-01-01 10:00:00,21.465648768921554,60.29966315133164
2024-01-01 10:30:00,18.601058023164363,61.38688468979096
2024-01-01 11:00:00,17.655718655713134,66.80329297919326
2024-01-01 11:30:00,14.880513735987062,53.45589800440444
2024-01-01 12:00:00,14.455617275474818,44.90243922089587
2024-01-01 12:30:00,13.805660667509347,60.91924772376847
2024-01-01 13:00:00,11.26081597155249,69.00255590755427
2024-01-01 13:30:00,11.548863694694775,66.19473176469718
2024-01-01 14:00:00,9.399361310081199,61.04829707637313
2024-01-01 14:30:00,8.620691960119517,57.54181907183976
2024-01-01 15:00:00,7.327225575905132,64.03561298318655
2024-01-01 15:30:00,8.918744781596589,55.13226900147766
2024-01-01 16:00:00,6.32624873741768,62.3817888467811
2024-01-01 16:30:00,4.703493745931231,62.52735079583314
2024-01-01 17:00:00,6.163286649212506,65.30104953749439
2024-01-01 17:30:00,3.8647077362908737,73.7983001945554
2024-01-01 18:00:00,5.208863595004756,61.96207983589383
2024-01-01 18:30:00,3.1258812623821184,57.45518187146251
2024-01-01 19:00:00,4.012555688210885,59.872128439040026
2024-01-01 19:30:00,5.958065910756254,51.15462047555441
2024-01-01 20:00:00,7.078212542151025,56.52643434455471
2024-01-01 20:30:00,7.237834878277613,57.95358780943448
2024-01-01 21:00:00,7.813283905746283,57.37955801032704
2024-01-01 21:30:00,8.611282014323502,60.76177436016861
2024-01-01 22:00:00,8.521478009632569,55.887900338089
2024-01-01 22:30:00,10.453321467954396,65.60515333662235
2024-01-01 23:00:00,11.951170778014996,60.00103532459099
2024-01-01 23:30:00,14.751860304018399,59.953498394306926
2024-01-02 00:00:00,15.34361828956846,58.36052641743541
2024-01-02 00:30:00,14.542221766837777,60.77595341929489
2024-01-02 01:00:00,17.912274420420008,64.12549132333817
2024-01-02 01:30:00,18.441752043234576,55.664348921445495
2024-01-02 02:00:00,19.323077999694043,56.70941755462372
2024-01-02 02:30:00,21.699290578928075,58.48136985611668
2024-01-02 03:00:00,23.102067334361426,53.27064538263392
2024-01-02 03:30:00,23.86481352202855,55.90371070139251
2024-01-02 04:00:00,22.821036514621742,57.618895632276704
2024-01-02 04:30:00,23.92958294926165,64.37194590356364
2024-01-02 05:00:00,24.990521694294245,61.31280664500962
2024-01-02 05:30:00,25.88999374086046,60.96794955683772
2024-01-02 06:00:00,24.52082576215471,64.25448981083986
